review_es,sentimiento
"Tengo que decir que esto no fue muy emocionante, pero hablar sobre la moda y las extrañas formas de resolver un misterio.Un poco demasiado simple, Nancy Drew (Emma Roberts) usa IMDB ... ¡Eso es fantástico!Realmente me gustó de esa parte de la película ... Corky (Josh Flitter), sin embargo, es extremadamente hilarante ... y Ned Nickerson (Max Thieriot) parecía realmente desesperado ... debería haber estado más enojado con ella por cómo ha tratadoÉl ... está bien, esta película es de gira y la moda disfrazada.De todos modos, recomiendo esta película, solo para la diversión de verano.Encore Nancy, solo por diversión.Más películas de espías adolescentes de Emma Roberts .. Spymate ... ¿Recuerdas?Se está volviendo bien en este difícil trabajo de detective.",positivo
"¡Finalmente encontré una versión de la persuasión que me gusta!Anne no se ve como una criada de Scullery en esta versión, solo una mujer muy delgada, envejecida, bonita, al igual que ella ha descrito en el libro.El capitán Wentworth no se ve como si fuera 50, ni se ve perpetuamente enojado, sino que, como ha descrito en el libro, no ha envejecido tanto como Anne y es bastante guapo.Y juegan sus partes con tanta convicción y realismo ... de la que se trata la actuación.Eran creíbles.Crearon personajes reales, y fue como que los personajes en el libro cobraron vida.Si no ha visto esta versión, le insto a que lo encuentre, pídalo o solicite una librería o una biblioteca si debe.Vale la pena el precio y vale la pena esperar.Vi la versión de 1995, y la versión de 2007 y esta se torna sobre los otros dos.Por qué no se califica más alto está más allá de mi comprensión.El libro transmite la ternura de su relación y esta película hace que el libro cobra vida.",positivo
"Acabo de ver el cabello después de un lapso de 20 años. Se golpeó a casa. Para aquellos de nosotros que tratamos de pararnos en los hombros del movimiento de derechos civiles y luchar contra la regla de privilegio y poder; que resistió el fascismo de las administraciones de Johnson / Nixon; Quien ahora, ya que los veteranos de las guerras civiles lucharon contra la guerra en Vietnam todos los días hasta que finalmente la bestia estadounidense murió y huyó; Para todos los que dijeron de muchas maneras diferentes, es notable lo poco que estábamos. Qué tan grande era la mesa real en la que bailaba el tratamiento. Cómo conducía el mago detrás de la cortina. Tuvimos 20, 22, 24. No sabíamos la naturaleza del enemigo. El tamaño del monstruo que durante los próximos treinta años y el conteo continuaría comiendo el mundo. ¿Cómo podríamos? ¡Incluso con el humo y el murciélago (el murciélago!) En nuestra mano, como tratar, fuimos demasiado jóvenes, demasiado de clase media, demasiado inversionada, demasiado una parte de las acciones que odiamos. Pero hubo un momento. Como observa Andre Gregory en mi cena con. . . , había un momento o dos en algún lugar de regreso a finales de los 60 y principios de los 70, cuando quizás pudiéramos haber encontrado algo además del camino de ladrillo amarillo. Algo no alimentado por Bechtel, Prisiones, Enron y Dick. Algo colaborativo. Algo inocente y crítico a la vez. Algo con baile. Pero lo extrañamos. Al igual que Kong doblando una viga, la ""revolución"" se convirtió en sí misma. En el sexismo. Racismo. Homofobia. Y la política de trituración de la clase. Hasta que lleguemos a ""w"". El tratamiento habría odiado ""w"". E Irak y las mentiras patológicas. Si estuvieran en esa película. Luego. Pero el momento pasó y ""W"" era casi inevitable. Incompetencia integral que monta el toro borracho, furioso en estuarios, vidas infantiles y tiendas de China. Deberíamos haber hecho algo más. Algo mejor. Pero claramente no sabíamos qué. Ahora, ¿qué?",positivo
"No sé por qué elegí esta película para ver, tiene un título extraño y de la descripción, solo parecía algo diferente. De vez en cuando, es bueno probar una película que es ligeramente diferente de la corriente de Hollywood Hero / Thriller Flick y esta película ciertamente era diferente. Desde el principio, esta película me hizo intrigada, pero no pude averiguar por qué hasta el final si la película cuando me di cuenta de que la película era genial porque los personajes eran tan reales. Pensé que la actuación era excelente y el desarrollo de personajes realmente te hace preocuparse por ellos y esperar que las cosas salgan bien para ellos al final. Creo que todos los que miran la película podrían relacionarse de alguna manera con uno de los personajes y esto hace que sea una gran visión y algunas buenas risas de la pura ordenación de los actores. En la culminación de la película, definitivamente tiene una sensación de bienestar, y se queda con las 'cosas que van a estar bien' tipo de sentimiento. Estoy seguro de que esto tendrá un amplio atractivo y debería tener una oportunidad.",positivo
"¿Por qué es imposible escribir en francés?¡Muy kitch!Este viaje en el centro de la Tierra es despreciable, las posibilidades técnicas, sin embargo, la corriente en 1976. ¡Estos grandes ""casimir"" de monstruos son completamente ridículos!La película merece, sin embargo, un ""rehecho"", al igual que ""King Kong"" (el último), con un poco más de escenario suministrado.El profesor tiene semejanzas con el profesor Cálculo y es bastante divertido.David (el personaje) es suficiente inconsistente pero cruzar (gastar) a las personas desde debajo de un buen mensaje ""¡USTED UNITE y lo superará!"" En total, diríamos una película hecha en los años 40.Ahora, que dije todo (o casi) el mal de los que pensé en ello, podemos decir que si tenemos que el cerebro se cansa o cualquier cosa que tenga que ver del otro, entonces la cosa (materia) es incluso entretenida.¡Hugh!¡Tal es mi opinión!(Traduciendo francés a inglés con ""Reverso"": ¡perdón por los posibles errores!)",negativo
"Supongo que esto está en el dominio público como está en DVD. En primer lugar, esta es una buena película de propaganda que se le mostrará a una audiencia de Wartime Aussie, por lo que no se debe considerar un retención serio de Tobruk. La primera mitad a 3/4 es una esmereza muy seca en Australia, supongo que, como muchas películas de guerra estadounidenses, donde los reclutas se están reuniendo, oh hombre es tan largo. De lo que llegamos a África y Tobruk, bastante mal, las cosas de bajo presupuesto. Las escenas de batalla en la copia de DVD que vi fueron casi completamente negras. Véalo si debe, pero prepárate para usar el avance rápido, ya que dudo que pueda tomarlo después de unos minutos. Disfruté de la ""batalla de El Alamien"" de queso, también, también, Richard Burton hizo una película de guerra de teatro africana que era buena ""Las ratas del desierto"", esta película es solo una pieza real y debería haberse quedado en ese momento, No se mantiene bien hoy (dudo que sea muy considerado en ese entonces). Digo lo mismo acerca de mis movimientos de guerra de la contraparte estadounidense, así que no lo tomes personalmente ausies (amo a Australia, he estado allí dos veces!).",negativo
"Al estar presentado en el Festival de Cine de Cannes 2006 y ganando bastante fama, esta película parece ser otro drama escolar moderno y profundo. Se trata de un montón de adolescentes que pasan por un día revelador y desesperado en la escuela. Todo está circulando alrededor de un suicidio, que se muestra al principio hasta cierto punto, eso sucede a las 2:37 PM. Los personajes están de alguna manera todos conectados entre sí. Lo que los mueve se describe a través de secuencias de entrevistas cortas, se disparó estrictamente en B / W. Los personajes están bien escritos, la actuación es intrigante (especialmente Teresa Palmer como Melody y Frank Sweet, ya que Marcus son descubrimientos) .El's Stick a la técnica de las películas. Eso es lo que realmente me impresionó. Rara vez hay cortes, la mayoría de las veces, la cámara sigue a uno de los protagonistas como en el elefante de Gus Van Sants. Algunas escenas se presentan con más frecuencia que una vez, pero cada vez desde un punto de vista diferente (aquí: carácter). Esto seguramente evoca un ambiente desarrollado lentamente, pero agarrando la atmósfera que lo arrastra dentro, literalmente. Los colores son vibrantes, de alguna manera inquieta teniendo en cuenta la trama dura, pero eso es nada menos que un contraste inteligente, un 'alterno' todo es bueno '. El uso de la iluminación es adecuado todo el tiempo, subrayando el estado de ánimo real de los personajes. Y, finalmente, hay colocaciones decentes de música.2: 37 De alguna manera te pida desde el principio. No compromete ni sirve a la risa. Más bien juntos lo que los psicólogos definirían como momentos terroristas. Esta película se enfoca sustancialmente en precipicios emocionales. No hay nadie que no sea manejar algún tipo de neurosis, incluso las partes menores representadas (por ejemplo, los maestros) parecen estar en algún estado de desorden. Y eso es lo que evita que esta película sea realmente buena. Su resumen de las tragedias de perforación no es realista de sus huesos. No hay: amistad, amor, sonriente, verdad, pasión. Hay: fingiendo, humillación, desesperación, enfermedad y golpeando. Es como ser golpeado en la cara muy fuerte todo el tiempo, pero estás adormecido después de la primera hora. Esta película sigue golpeándole, hasta que revela algo bastante instructivo al final. Para ser actuado de manera sensible y magnífica: 9. Por ser técnicamente innovador y original: 9. Por ser unidimensional: 3.Hace un sólido 7 de cada 10.",positivo
"Acabo de comprar el VHS en esta película por dos dólares, ¡perdí mi dinero!Oye, cavo Adam ""Batman"" West y Tina ""La isla de Giligan"" Louise, ¡pero hola!Esta tercera producción de tarifas es un rehash de una docena de otras películas motorizadoras;Montón enloquecido de ciclistas Psychos se dirige a una ciudad de Hick, golpeando a todos y todo, y luego son derrotados en el hombre por un héroe frontal.Adam West se ve la parte como un héroe, pero le falta Cabo, y su uniforme de Batman.Lo siento, simplemente no es lo mismo.Tina L. se ve muy nerviosa y asustada todo el espectáculo, pero al menos sabemos lo que le pasó a ""jengibre"" una vez que fue rescatada de la isla ... ¡jajaja!Los ciclistas son un grupo motley, y conocidos de ellos jamás actuados de nuevo o, al menos, no deberían tenerlo.¡Los pasajeros del infierno es el infierno para ver!",negativo
"¿Dónde empiezo? La trama de la película, que trata sobre un amor entre dos estudiantes de secundaria durante el tiempo de guerra, mientras que uno es un arma viviente, y su lucha por mantener ese amor es una muy buena parcela. Se basa en un manga por Shin Takahashi, que también se convirtió en un anime en 2002, ambos de los cuales aún tengo que leer o ver. Esta revisión es sobre esta adaptación en vivo. Lamentablemente, este honesto a la bondad era una película terrible. No es como si uno pudiera guardar ciertos aspectos, y decir, por ejemplo, el presupuesto tiene la culpa, o la actuación es la culpa. Es, tristemente, una serie de elementos decrecientes e inefectuosos que aportan esta película. La actuación es pobre. Para no decir que Aki Maeda y Shunsuke Kubozuka son actores malos, pero no tenían mucho para trabajar, y parecían malditos. Tampoco parecía tener el rango físico para dibujar al espectador en la historia, además de ser demasiado antiguo para sus partes en un título de distracción. El script era débil, los cables actuaron de manera poco realista y se comportan irracionalmente. La película también juega para los Heartstrings, pero termina siendo predecible, todo el tiempo que no es convincente, y en el desarrollo de los personajes. También hay problemas de estimulación. Visualmente, es poco recordable. La película utiliza pantalla verde y innecesariamente en demasiadas escenas. Los otros efectos especiales también tienen una mirada barata, especialmente donde se podrían haber usado efectos especiales prácticos minimalistas. Tampoco hay un floir visual, como si no hubiera un cinematógrafo o diseñador de arte para que las escenas se vean consistentes y estimulantes. Los efectos de la música y el sonido estaban bien, pero sin recordar. Toda la película, la película no está desprovista de disfrute, y los fanáticos de No se debe desalentar la serie a verlo al menos una vez solo por completo. Personas desconocidas con Saikano, esto probablemente no es el lugar para saltar, ya que no es una muy buena película o melodrama. No es la película o el fundido y la culpa de los equipos, simplemente no está inspirado, y eso es lo que lo mata.",negativo
"No quiero estropear la película para nadie, pero esto imita la realidad de la vida de muchas maneras, y, si es realmente honesto contigo mismo, lo resonarás con él de acuerdo con al menos algunas de las escenas.La actuación no solo es creíble, sino convincente de una manera que se entera de uno a los personajes.Además, es gracioso, sin esforzarse demasiado en ello. Y, sí, realmente creo que está justificada una secuela, aquí.Vea la película, entenderá por qué. Muy recomendable, especialmente si le gustan las películas que tienen un mensaje real.",positivo
"Voté esto un 10 de cada 10 simplemente porque es la mejor historia animada que he podido ver en bastante tiempo.La animación es impresionante.La obra detrás de cada paisaje era hermosa.Desde los colores hasta la iluminación hasta la tarifa no estándar del arte.Estaba impresionado.Avanzando más allá de la belleza en la pantalla, está inmerso en una historia que está a la vez atemporal y al mismo turno.El desarrollo de caracteres es breve, pero estos momentos de piedra táctil son exactamente lo que se necesita para pide al espectador a qué y por qué y cómo se ha llegado al personaje a donde están parados.Estoy impresionado con todo el asunto y creo que esto es una visita obligada para toda la familia.",positivo
"¡No lo entiendo! La adolescente lleva a la ""estrella de terror"", supuestamente, todos son devotos fanáticos de horror, sin embargo, cuando su ídolo favorito (Conrad Radzoff) pasa, cavan su cadáver y hacen todo tipo de cosas irrespetuosas con ella, como la discoteca, bailando alrededor de la casa. y arroja sobras de comida. Eso no suena como algo, los fanáticos de horrores reales lo harían, ¿ahora lo hace? Soy un gran fan de horror y soy inmensamente idolatándome los iconos difuntos como el precio de Vincent, Peter Cushing y Boris Karloff, pero nunca me vendría a la mente para ridiculizar su memoria. ¡No es de extrañar que Conrad regrese de los muertos, es cierto que, después de un séance, para limpiarlos a todos fuera de la faz de la tierra! El Sr. Radzoff ya no era conocido por su amabilidad en la vida, ya que ocasionalmente mató a los directores que no estaban de acuerdo con sus visiones, e incluso después de su muerte, sufre de un ego tremendo. Incluso dentro de su tumba hay mensajes de video para petrificar a los posibles visitantes y el grupo de adolescentes experimentará vívidamente que también disfruta del negocio asesino fuera de sus juegos de cine. ""Horror Star"" (a.k.A. ""Screenmare"" y ""Body Snatchers"") es una película de horror bonita de los 80, pero hay un puñado de aspectos destacados de queso y sangriento para disfrutar. La película sufre principalmente de su propia parcela estúpida, ya que nadie, ni siquiera un estudiante de la escuela de cine, es lo suficientemente estúpida como para robar un cadáver recientemente enterrado y, en realidad, cree que se saldrá con él, y hay demasiados momentos tediosos para luchar. mediante. Los discursos de video de Conrad desde más allá de la tumba son demasiado habladores y definitivamente socavan la tensión, pero por otro lado, sus métodos de asesinato son agradablemente inventivos. ¡Un adolescente disfruta de la experiencia de ser cremada con vida y otro (Jeffrey Combs en uno de sus primeros roles!) Pierde su cabeza en una encantadora secuencia de decapitación. En la secuencia absoluta más desordenada, una cabeza de una niña pobre es aplastada por un ataúd. El escritor / director Norman Thaddeus Vane quería traer homenaje al cine de horror vintage y, obviamente, cómo hacer que la película se vea siniestra. Las ubicaciones y los paisajes son excelentes, pero Vane carecía de los fondos necesarios para proporcionar su película con una continuidad y el trabajo adecuados. Las actuaciones de actuación son generales decentes, con Ferdy Mayne (imitando a Christopher Lee) y Jeffrey Combs que brinda los roles más memorables. ""La estrella de terror"" difícilmente puede ser llamada una visita obligada o incluso una buena película, pero vale la pena seguir adelante en caso de que usted sea un admirador de horror B Hecho con entusiasmo.",negativo
"Para ser contigo, creo que todo era tan bueno en esta película, no debería haber ninguna razón por la que no entrara a los teatros, las muertes en la película son increíbles, el FX es increíble cuando se usa, hay algunos momentos aburridos cuando elLa historia sigue a la niña, pero en general, esta era una muy buena película que espero que algún día obtuviera los accesorios que debería. La primera parte de la película es probablemente por lo que vino directamente al video con ellos matando a un niño pequeño, pero después de esoLa historia se basa en una niña y su madre que vino a visitar al novio de las mamás que se mudó a intentar convertirse en escritor, la propiedad que compra es donde vive la bruja (hada de los dientes) y cualquier persona que vive en su casa.o continúa en su propiedad, estará en gran peligro, no quises dar nada realmente lejos solo un poco de información si has querido ver esta película, entonces hazlo, por lo que vale la pena el precio del alquiler.",positivo
"Esta película fue genial y me gustaría comprarla. El chico va con su abuelo para atrapar a un joven águila. El niño tiene que alimentar y cuidar el Águila hasta que tenga la edad suficiente para ser sacrificada por los cultivos. El niño salva al águila de ser asesinado y se aleja de la tribu. El Águila lo ayuda a alimentarlo al atrapar a un pato de un pequeño estanque, el niño se asusta. Más tarde, el niño dispara a un ciervo que un niño matón estaba afirmando porque sus flechas estaban marcadas muy cerca. Solo hasta que revisen el grosor de las líneas rojas, determinan quién realmente obtuvo el ciervo. Pero esto fue desafortunado porque hizo que los otros niños fueran cruelles, y al final, se persigue a un acantilado, pero cuando crees que se caerá de su amor puro porque el águila lo transforma en un águila dorada con solo un águila dorada con un águila dorada con solo una collar como un recordatorio de quién era él. Por favor, si alguien sabe dónde puedo comprar esta película, hágamelo saber. No lo he visto durante más de 30 años, pero aún así recordar partes de la película.deniselacey2000@yahoo.com",positivo
"Esta película fue tan dolorosa para que yo vea. Entiendo que las películas indie no tienen los mismos recursos que otras películas convencionales. Pero hay elementos básicos de la película que hacen que normalmente desea adherirse. En primer lugar, saltar cortes. Hay numerosos en la apertura de la película 15 minutos. Hay tomas en las que parece que se editaron dos tomas separadas de la misma oportunidad. Lo que quiero decir con esto es que un personaje dirá media línea de una toma, y ​​el resto de la línea es de una toma diferente. En segundo lugar, el diálogo. Entiendo que muchos escritores se esfuerzan por un diálogo muy realista y verdadero para sus películas. Dado que esta película es muy específica para su ubicación, el cuadro de diálogo también se debe hablar en un tono específico (ejemplo: establecer una película en Boston, pero las personas usan la jerga de la costa oeste con un acento de Chicago). Incluso con la comprensión de esto, todavía es difícil sentarse a través de algunas de las líneas que estos actores presentes. Estos son solo los dos problemas más vívidos que encontré con esta película. Había algunos otros. No quiero sonar como un duro crítico que no sabe nada. Tengo años de experiencia en la industria de la película (más importante, la película de la película indie del bajo presupuesto). También entiendo que con muchos directores, a menudo hay un método para su locura. No he podido descubrir este método utilizado en esta película. Esto hace que sea difícil cuando se intenta decidir si veo esta película como un ejemplo de estilo único en la realización de cine, o simplemente otro presupuesto bajo, ponen a la película. Honestamente, espero que no sea este último. Si alguien tiene alguna idea de por qué las cosas se hicieron de cierta manera, o tiene alguna opinión / puntos de vista propios sobre esta película, me encantaría escucharlos. Ojalá pueda entender esta película más y mi opinión actual puede ser cambiada.",negativo
"Miro esta película todo el tiempo.Lo he visto con la familia de 3 a 87 años, y todos en el medio;Todos les encantó.Realmente muestra las verdaderas escenas que tiene un perro, y el amor y la lealtad que recibes de una mascota.Simplemente hermoso. Es ideal para los que aman las películas de comedia, las películas de lagrimonio, o incluso las mascotas. La música es maravillosa, los animales espectaculares, las escenas realmente pensaron, y los personajes perfectos.Lo que me gustó de los personajes son las personalidades verdaderas y agradables: la sombra (la más antigua, un golden retriever) es el sabio, lleno de la sabiduría y la mentalidad de cualquier perro, azar (el cachorro de bulldog americano) es básicamente un cachorro conun lado ingenioso, el carácter cómico;Y Sassy (el gato himilayano) es el verdadero gato que muestra lo que hará un verdadero gato por su dueño, el verdadero femenino.",positivo
"Está bien, así que las primeras temporadas tomaron un tiempo para ir a la manera de los efectos especiales, pero desde el principio, la frontera oculta ha dado líneas y actuaciones consistentemente buenas, y siempre han estado dispuestos a errores que han hecho. Conseden a las personas a ver primero los episodios más nuevos, para que puedan ver lo bueno que es el show, y entender cuánto ha cambiado desde los primeros episodios. El reparto tiene una camaradería fantástica y se muestra en pantalla. La afluencia de actores invitados que hacen su huella en el programa y con los fanáticos atestiguan también a la demostración, ya que las líneas de la historia van de la fuerza a la fuerza. El espectáculo ha impulsado las barreras con sus diversas líneas de historia: depresión, adicción a las drogas y homosexualidad general, y estos pueden haber frotado a algunas personas de la manera incorrecta, pero eso es lo que es Star Trek y se trataba. Retrata a esas líneas de historia de una manera inteligente y emocional, tratando con ellos sutil y sin problemas. Sí, han usado algunos personajes de la historia de la caminata, pero los han hecho justicia: personajes como Shelby, Lefler y Necheyev, sumamente infrautilizados en el show, tuvieron un renacimiento en los nuevos libros de la frontera, pero perdieron su chisporroteo después de un tiempo, Cuando Peter David, cuando más hacia Wild Fantasy en comparación con la ciencia ficción seria, y la HF muestra a esos caracteres de una luz completamente diferente, lo que los sirve mejor. El sitio también permite a los fanáticos interactuar con las salas de chat y los foros y pueden conocer a las personas involucradas. Liberan a los Bloopers para cada episodio, por lo que los fanáticos pueden ver qué risa tienen, porque son personas que lo hacen en su tiempo libre, con una dedicación que haría que muchos actores profesionales sean de ojos abiertos. Lo que esta serie, que ahora se acerca después de 7 años, ha logrado en una cantidad de recursos tan limitada, no es nada más que increíble, reuniendo a las personas, inspirando a otros a hacer lo mismo. HF vivirá durante mucho tiempo después de que termine, siempre y cuando las personas todavía disfruten la razón por la que comenzó en primer lugar.",positivo
"Creo que el promedio ponderado para esta película es demasiado bajo.Le doy un 7. muy entretenido, aunque en la cima en algunos lugares.Mi esposa dice que pasa la prueba de Danielle Steele.Excelentes actuaciones en todo, particularmente por Andie MacDowell.",positivo
"Esta película es un insulto a todos los submarinos.Fue estúpido.Parecía haber sido escrito por monos.La actuación fue absurda.Si esta es la opinión que la mayoría de las personas tienen de la Armada, entonces lloré por nuestra defensa.Esta película fue horrible.Lo puse debajo de ""Viaje al fondo del mar"" en cuanto a las películas submarinas.Gene Hackman debe haber necesitado dinero de alquiler para hacer esta basura.Denzel Washington debe haber sido alta.Poco en la trama tiene algún sentido.Y el final.¿Para que un mutineer sea recompensado por su crimen?Sólo Hollywood pensaría en esta basura.Si aún no lo has descubierto, no me gustaba.Y si no fuera por todos los comentarios de Pro, no me habría molestado en publicar.",negativo
"Mystery Men es una de esas películas que se vuelven más divertidas con el tiempo.Hay una inocencia ingenua y ""amabilidad"" a los personajes.Se ha convertido en parte de nuestra familia ""cultura"", y citamos a los personajes a menudo.Es mi película favorita de los últimos dos años.Mis hijos son 13 y 11 y los tres amamos esta película.Gran actuación y comedia.Nos encanta Galaxy Quest y Monty Python Flicks también.De acuerdo, no estamos hablando de intelectual aquí, ¡solo una vinculación familiar!",positivo
"Para aquellos de ustedes, que hayan visto esta foto en VHS, recomendaría el DVD. De hecho, el VHS es una basura absoluta. La razón principal es que la película se disparó a la pantalla panorámica (2.55: 1) y los productores se quedaron sin dinero haciendo la versión VHS y la publicó como 4: 3. El resultado es que varios actores no están en la pantalla en absoluto, y en muchas carreras de arrastre, menos de la mitad de los automóviles se muestran, ya que uno está en cada lado de la pantalla. El DVD es en realidad una versión razonable de la película. Se cortaron muchas de las mejores escenas de la película antes de la liberación final. Fueron vistos como demasiado ofensivos para los grupos minoritarios. De hecho, la perspectiva de un lanzamiento de Estados Unidos causó aún más cortes en la película. Por ejemplo, los estadounidenses supuestamente no entendieron palabras como gasolina y aviones. El padre y mamá de Mike estaban destinados a ser hippies. El padre sobrevive en la película como un guitarrista de fumar drogas desperdiciado. Pero se cortó la siguiente escena con la mamá. La escena tuvo lugar en el espacio de la azotea de la casa que estaba forrada con papel de aluminio, luces de flúor y llenas de plantas ... obtienes la foto. Los productores habían redondeado muchas plantas reales para el primer plano y cuando vieron el resultado en la hoja grande, se asustaban y la escena fue cortada. Cobardes! Sí, la película se observa como un clásico de culto australiano. Votado # 2 en las máquinas de la calle Mejor 100 películas de todos los tiempos, perdiendo de forma estrecha a Mad Max ll. Este último tuvo más de 10 veces el presupuesto del ROE. De hecho, el presupuesto en Roe era tan pequeño que el director no podía permitirse destrozar a ninguno de los autos ... a pesar de que habría habido una protesta pública si alguien hubiera destrozado un verdadero ho. (Compare eso con Smoky y The Bandit o Blues Bros donde se destruyó docenas de automóviles). Así que hay una verdadera gtho y dos falsificaciones. Una de las falsificaciones se compró de la comunidad indígena local en COBAR después de que el Standby Gtho se estrelló en la parte posterior del camión del niño. (¡Eso fue sin guiar! El automóvil estaba destinado a estallar desde el lado del camión). Debido a que el presupuesto era tan ajustado, el automóvil estaba hecho con una cinta de enmascaramiento marrón ordinaria en lugar de la pintada en oro de la cosa real. 55 Chev es absolutamente real. El auto comenzó como una puerta muy simple de 4 y se convirtió brillantemente y rápidamente se convirtió rápidamente en el '55 Blown en la película. El motor era un 545 marinizado que hizo alrededor de 1000 BHP. Esto se redujo a alrededor de 600 para la filmación. El automóvil fue capaz de fácilmente a 170 mph como se muestra en varias escenas de la película. Solo para el registro, cualquier persona con $ 12,000 podría haber recogido todos los autos después de la película. El HO, el Dodge, el '53 ute, el 53 Chev ... el lote. Me pregunto dónde están ahora? SW",positivo
"Bueno, vi a esta película esperando estar rodando en los pasillos ... lo mal que estaba. La película fue moderadamente divertida, en el mejor de los casos, e irritante en el peor de los casos (el estilo de comedia de slapstick de construir un arca con herramientas arcaicas, reír ... no, no lo hice). Estoy muy decepcionado Dado que Steve Carrel fue el plomo. He visto a la oficina estadounidense religiosamente, me rompe inmensamente, pensé que la virgen de 40 años era buena ... pero Evan 'Elip nosotros- ¿Por qué en la Tierra aceptó este guión? Y, en cuanto a Morgan Freeman, tiene la edad suficiente para saber mejor. Entonces, la idea parecía razonable, los actores que tenía en todas las fe, pero la ejecución no era nada que escribir en casa y el final, bueno, parecía que se hubiera corrido. Fuera de dinero, o ideas. Esto para mí fue uno de los finales más artificiales que podría haber imaginado. Tomaron una historia bíblica y la dumbó a una historia de advertencia en temas ambientales localizados, ni siquiera problemas globales, ¡sino un proyecto de ley local, en resumen, un comienzo razonable, se puso gradualmente peor y, para mí, todo fue lavado por El tiempo en que el crédito rodó.",negativo
"Asistí a una proyección de ""personas feroces"" en el Festival de Cine de Woodstock 2006. Dudo de etiquetarlo en un ""estreno"" de cualquier tipo, ya que se disparó en la primavera de 2004 y tuve su estreno mundial en Tribeca en 2005. Tocó varios festivales ese año. La liberación parecía inminente, entonces desapareció. Maricón. Desaparecido O eso apareció al público en cine. Los rumores de una liberación teatral o de DVD han aparecido de vez en cuando, pero todos resultaban infundados. Entonces se anunció esta proyección. Tal vez uno pueda llamarlo un ""re-estreado"". Ciertamente se sentía como si fuera testigo de un tesoro enterrado. Y qué tesoro era. Supongo que uno podría caracterizar a ""personas feroces"" como un drama de venida. Pero también tiene elementos de comedia y tragedia, así como misterio. Y un poco de farsa arrojado. En resumen, la vida real. Eso hace que sea difícil de doblar, lo que lo pone más en la categoría de un indie en lugar de una película de Hollywood. Pero sus altos valores de producción, la sensación de gran presupuesto y el reparto de la estrella del calibre parecen en desacuerdo con la etiqueta indie. Así que vamos a llamarlo un híbrido. Y, tal vez, por eso ha sido ""perdido"". Divide la categorización. Mantener Finn Earl (Anton Yelchin), 15, cuyo padre está ausente. De hecho, Finn nunca lo ha conocido. Pero él lo ve y lo escucha a través de la colección de películas caseras enviadas desde Sudamérica. Papá es un antropólogo de renombre, y se ha hecho un nombre para sí mismo estableciendo tienda con los Yanomani, la tribu de ""personas feroces"" que viven para matar y, bueno, procrear. Todas sus actividades se construyen en torno a esas dos ""tareas"", y Finn está cautivado por él. Mamá Liz (Diane Lane) también es algo ausente. Aunque presente físicamente, se pierde en un mundo de cocaína y alcohol. Así que Finn se convierte en un adulto en su pequeño mundo solitario con sus carretes de cine. Summer, mamá decide arrastrar a Finn junto con ella a la naturaleza de Nueva Jersey. Un terapeuta de masaje, mamá ha sido atendida a un cliente rico, Ogden C. Osborne (Donald Sutherland, en un desempeño de la Tour de la Force) y la ha invitado a una llamada extendida en su patrimonio. La ""tribu"" de Osborne incluye un surtido de niños, siervos y idiotas ricos excéntricos, entre los cuales Finn se encontrará parte de su propio estudio antropológico. ¿Su experiencia con las películas de papá lo ayudará a sobrevivir a la vida como visitante de esta tribu? Será aceptado? ¿O será visto como un forastero, concurrentemente luchando con su propia identidad como adolescente? Tal es la materia de los cuentos de hadas, y supongo que esto sería, si no, si no fuera por la oscuridad, la directora de Griffin Dunne y el escritor Dirk Wittenborn se han infundido en esta magnífica historia. Con la voz de Anton Yelchin, las películas en el hogar de Anton Yelchin, Finn Debe aprender a volver a ser el adolescente, nunca tuvo la oportunidad de ser, deja de ser el padre de su madre, permitir que la madre recién sobria sea padre para él, y aprenda la responsabilidad en el camino a la edad de la edad, la forma en que debería tener Tomado lugar todo el tiempo. Sin embargo, tiene que hacer esta transformación en un mundo peligroso y oscuro donde jugar con fuego es locura a esta familia fracturada. Esto es, ante todo, una película impulsada por la historia y Griffin Dunne enfatizó tanto en la introducción a la película. Compró los derechos de la novela de Wittenborn, incluso cuando estaba escrito, y el propio guantes de Wittenborn cobra vida en manos de la maestra Dunne de una manera que es un trabajo de asombro. Esto también es en gran parte una película impulsada por personajes, y Sutherland tiene nunca he estado mejor. Su turno de estrella, cuando Osborne lo sorprendió a los que me rodeaban y probablemente te dejarán asombrado también. El personaje de Diane Lane, en última instancia, exhibe tantas personalidades que es difícil imaginar que otro actor lo quite tan bien. Ella es impresionante. Pero más que nada, la ""gente feroz"" es la película de Anton Yelchin. Él tiene un largo currículum como actor infantil, pero exáticamente poco como un adolescente. Aparte de la ""casa de D"" más conocida (también una gema), es mejor conocida como Byrd en la televisión ""Huff"". En enero, se verá en ""Alpha Dog"" (también sentado en el estante desde 2004, una película que vi a Sundance este año y en la que él es el ""corazón y alma""). Su actuación aquí va más allá de lo que uno esperaría de alguien tan joven, y no es nada de espectacular. Este complejo, la película peculiar se ha mantenido fuera de la vista el tiempo suficiente. ""La gente feroz"" es un tesoro lleno de luz, sombra, comedia y tragedia, alegría y patetos, pero en su mayoría maravilla.",positivo
