clean_text,sentiment
marked for death spends more time on action sequences than it does with focusing on its characters after his first two impressive efforts above the law and hard to kill this third steven seagal picture makes the idea clear anyone who opposes him is meant to look like a fool the bad guys are just there to make him look goodseagal had been steadily building an audience that seemed a bit larger than those that follow the kick em up antics of chuck norris or jean claude van dammein marked for death seagal tosses aside any pretense at style and heads full throttle into exploitation this film contains loads of graphic violence gore and nudity that seem to be there for no reason other than to please rowdy moviegoers who are unable to distinguish between action pictures that tell a story and those that simply pour on the thrills without rhyme or reason and he deserves some real blame for this lapse in taste as a producer of marked for deathseagal plays john hatcher a retired dea agent who comes home to chicago where his family is being attacked by a jamaican street gang who attack his sisters house and the film proves that it isnt squeamish when hatchers niece danielle harris is shot in the crossfire hatcher gets mad and he decides to team up with his old friend max keith david a school gym teacher and charles tom wright a jamaican copnaturally hatcher declares war on the chief bad guy a dread locked jamaican voodoo priest called screwface basil wallace a nickname that apparently means outrageous overacting and it is almost unbelievable in the way seagal picks off various members of the gang he gouges one guys eyeball he breaks a guys back and he breaks numerous arms and limbsall logic for this movie is thrown out the window through the glass that is why arent hatcher and friends indicted for all the property damage they cause or the body count that piles up and how did they get their cache of automatic weapons from illinois to jamaica by plane without being detected seagal has a clint eastwood stoicism about him that fans once seemed to enjoy and despite the three different characters hes played in as many films each dresses in oriental black bathrobes and wears a ponytail one of the problems that i have with some of seagals movies is that the main characters never seem to be in serious jeopardy and because hes the star of course no one can lay a glove on him except for the bad guyseagals heroes are all interchangeable as are most of the plot lines and action sequences regardless of whether hes masquerading as a ships cook a fire fighter or an la cop wearing love beads seagal is always seagal which is exactly what his fans want in fact the sameness of these films is such that if i wanted to i could take an old review change the names and have a reasonably accurate take on the new movie not that id ever really do that,negative
whats there to say about pink flamingos it is beyond criticism or even explanation because it doesnt really aspire to be like any other movie youve seen you will either get it or you wont laugh at it or roll your eyes in disgust or both john waters is an odd filmmaker putting that mildly mixing both innocent childlike humor with shockingly offensive moments intended towell who knows what his intentions were it is like a form of assault albeit a funny onethe thing that makes waterss humor so infectious and effective is that his characters inhabit a world that can seem both alien and completely familiar to the viewer like the petty rivalries that form the plot of pink flamingos surely everyone has experienced this kind of thing at some point but almost certainly the matter at stake was not the title of the filthiest person alive what makes the movie compelling viewing for me is the way that waters creates giddy self contained environments and doesnt let you in on the joke right away the people in his films are completely in tune with one another for instance when cotton tells babs that she doesnt want to accompany her into town because crackers is bringing his lady friend out to the trailer babs reacts with a knowing smirk and says to her in a conspiratorial aside that little sheds just perfect at this point we do not know yet that crackers plans to take his lady friend out to the shed to thrust live chickens at her naked body while cotton watches orgasmically through a window but this weirdness is totally commonplace and understood by the characters in the fictitiously degenerate world that waters createsanother example would be the conversations between the girls in the basement and channing the marbles deviant butler the first time we see them waters cuts jarringly from a scene in connies cozy office to channing descending into the basement where we see that there are two women down there one dead and one very much alive and ped off susan is not a cowering victim but is enraged and abusive to channing leaping up to launch a full scale verbal attack on her jailer they both have a weird understanding of the bizarre situation and she is not so much intimidated by her kidnapping as she is violently insulted and righteously furious she does not let up for one second while channing is in her sight and the two scenes that feature their delirious banter are two of the comic highlights of the film later in the film when divine and crackers break into the marbless home and discover their crimes of keeping abducted women in their basement it represents the total lack of support that divine and her family have for the brand of depravity that the marbles are pandering here is something divine is unfamiliar with a corruption devised by her newfound rivals and she despises it furthermore while kidnapping does not seem like something divine would think twice about she is indignant that the girls are being held down there and happily sets them free relishing the revenge that they take on channingat the other end of the filth spectrum waters occasionally reminds us of the line between his twisted fantasy world and the real world the first time we see connie she is belittling a minor character named sandy sandstone who has never heard of divine cookie on the other hand reacts with a hilariously matter of fact evaluation of divines title as the filthiest person alive revealing that she inhabits this world of unspoken and understood lunacy as wellsomething also must be said for the way the players are in touch with their respective roles especially divine who doesnt miss a note not once does he falter in the ridiculous garb and character hes been given and it takes pink flamingos to a new level or weirdness people actually believed divine was like this in real life and its easy to understand why because while watching the movie youre not really thinking about the movie youre thinking about these people who made it since theyre really doing the outrageous things in the script you start to think that maybe this is not a story but a bizarre documentarybut even more so pink flamingos is not so much a movie as it is an event or something that happens to you even though its shock value is mostly gone for me now i say mostly because the ahole scene and the chicken scene still make me wince i still find this film to be hilarious and habit forming,positive
batman returns is to be considered quality when one speaks of superhero films its predecessor batman in my opinion is by far the greatest and most well thought out of the comic book genre for one to say that batman returns was disappointing he or she has not fully watched the movie and considered the acting of danny devito as the penguin devito and walken offer some memorable moments the tale of batman is suppose to be dark and tim burton has fulfilled how the comic portrays batman batman returns provides comic relief action suspense and fantasy and it should not be viewed as crap although we are all entitled to our own opinions,positive
please dont waste your money on this sorry excuse for a motion picture the only way i could see someone watching this is if they are a die hard fan of erika elaniak but you would be better off surfing the internet than to watch this piece of crap i would rather watch paint dry than go through watching this they lure you in with casper and erika and lead you to believe it is a sci fi dracula movie but it quickly works out to be a farce about van helsings great great you get the point grandson here ironically for one last show down between himself and draculathe movie also tries to make a political statement i believe when it appears that none of the characters in the future know who god is that they have not been taught about him and dont understand when they see a cross could have done a lot more with this idea its a shame it turned out the way it did,negative
how often do you see a film of any kind that has a talent show with refreshments waldos last stand is a refreshment here waldo is selling lemonade but isnt making any money alfalfa spanky darla mickey and buckwheat come to visit him which is ironic because in both men in a tub and came the brawn where there was competition between alfalfa and waldo for darlas affection back to the story the gang taste the lemonade to see if waldo made it right one funny moment is when alfalfa gets a glass cup for lemonade and waldo fills is and gives it to darla and alfalfa has an angry expression on his face spanky proposes a floor show to go with the lemonade and even mickey agrees ever so cute when the floor show begins there is no one at the barn but then a customer comes in froggy spanky asks him if he wants lemonade but all he does is nod no spanky asks him numbers of time in the short and every time froggy nods no spanky displays many expressions on his face which is funny spanky tries many ways to make him thirsty one way is when after mickey said ever so cutely those crackers are salty and they made me thirsty there is also many entertain musical bit is this short the opening number is by darla which she tap dances and sings the second includes alfalfa singing off key as usually with mickey leonard spanky and buckwheat about how dry i am i believe they sing that to make froggy thirsty it also made me laugh the closing number includes boys and girls all dressed up in an old fashion way this was waldos last our gang short a grand musical short that is a pure out of,positive
first off this is an excellent series though we have sort of a james bond effect what i mean is that while the new casino royale takes place in it is chronologically the first adventure of dr no being the second while in golden eye the first film with pierce brosnan judi dench is referred to as the new replacement for the male m so how could she have been in place in the beginning before bond became a double aside from the fact that she is obviously years older this is more or less a poetic license to thrill we need to turn our heads aside a bit if we wish to be entertained no the new star trek movie does not have any of the primitive electronics of the original series from nearly half a century ago in the s communicators were fantasy now we call them cell phones and there were sliding levers instead of buttons omg do you think years from now they would have perfected rogaine for jean luc picard so please lets give the producers some leewaybut to try and make things a bit consistent let us just ponder about the cylons creation just years prior to the end of battlestar galactica if that is the case where did all the cylons that populated the original earth come from we know that the technology exists for spontaneous jumps through space well what happened if one of the cyclon ships at war with the caprica fleet was fired upon or there was a sunspot or whatever and one ship loaded with human looking cylons wound up not only jumping through space but through time back a thousand or ten thousand years with a crippled ship near earth one they colonized it found out they could repopulate it and eventually destroyed themselves but not before they themselves sent out a ragtag fleet to search for the legendary caprica only to find a habitable but unpopulated planet which they colonized to become the humans who eventually invented the cylons time paradox of course which came first the chicken or the road who cares its fraking entertaining,positive
this film was full of suspense and was well directed the black and white effect made it a great mystery fay emersonhilda fenchurch who was married twice to the famous musician skitch henderson and also the son of elliott roosevelt fdrs son fell madly in love with zachary scott ronnie mason marsh ronnie wins the hearts of all the ladies in the picture even mona freemananne fenchurch and proposes marriage whenever he can rosemary decamp dr jane sillafamous radio and tv actress in the s and s played mostly small town moms warned the ladies about ronnie masons sick mind and the abusive childhood he had when growing up which caused his love hate relationship with women fay emerson and zachary scott would have been greater stars with more rewarding roles but their lives were short lived in real life this film is beyond critizing it is a trully great film classic for many generations to view and enjoy,positive
vulpine massacre should have been this movies actual title and the tag line should have read guaranteed to make your kids cry this is a nature drama telling the story of a family of wild foxes in a remote region starting with the meeting and pairing of two young foxes and the eventual birth of a large family and the trials of raising them the only speaking is done in narrative by a tree that stands over the den giving insight into the animals loves and lives lovely scenery and gorgeous filming of the animals sounds good huh well from there things go straight to hell and then start drilling towards the core spoilers below or they it may be a warningalmost first off we learn one of the foxes is born blind but seems to get along well enough and theres a beautifully cheerful musical score to accompany him and then he dies next we have one of the siblings adventures and then he dies one of the sisters gets her screen time and then she diesand so it goes like some horrific slasher movie as one fox after another is killed off by nature in traps just up and vanish and even by a bunch of snowmobiles by the end of the movie almost all the foxes have been massacred though mercifully no deaths are shown on screen least not in the version we saw unlike say tarka the otter the deaths in this movie are almost all pointless and border on the sadistic in the way hopes are built up and then snuffed out one or two losses would have been acceptable it is a nature film after all but not nearly the whole familydo not go to see this film deceived by the cheery box into thinking its safe for the kids watch it with some foreknowledge that things are not going to go well at all and that you or your kids may be left feeling very badly depending on how sensitive you or they are you may enjoy it or you may not,negative
i saw this film years ago on tnt it was susanah yorks birthday and they were showing this film as a double feature with tom jones i have not seen this film on tv since i took interest in seeing this film because one of the stars is the very funny and talented jim dale as lusty the sailor i believe that dale now does the narration of the harry potter books on casette but anyway he is quite funny this is a fast paced comedy it is not on vhs or dvd columbia pictures should go through their film collection and consider restoring and releasing this film to dvd christopher plummer is hilarious as lord fopington ian bannen is also quite humorous as ramble the sailor this is a bawdy comedy the kind of film one no longer sees with great production values stars out of,positive
everything this film tried to do is done better and superbly in run lola run the red haired hip cutie the critical deadlines the lover in jeopardy and the crime pays sometimes message but unlike lola it just isnt believable or well put together it is a labored knock off that might have worked for me if i had seen it before lola but it pales in comparison yes the falling beetle was nice but that was about the only surprise in the film do yourself a favor and see the real mccoy and the real hip red head in run lola run,negative
tillman jrs drama about the first african american navy master diver gooding jr who defies all odds and achieves his goals despite a strict embittered trainer the screenplay is not bad a bit extreme at times but the direction and acting is first rate and this film is inspiring and achieves what its supposed to do i liked deniro in the lead although its not on par with his masterful works taxi driver godfather and all the others it is as good as his other good performances such as in king of comedy or angel heart deniro is always convincing and believable here very good performance gooding jr is not bad definitely one of his better performances imdb rating my rating,positive
captain willard martin sheen has been sent on a classified mission into cambodia during the vietnam war to assassinate colonel kurtz marlon brando as he has gone completely insane and is no longer taking orders and since kurtz is one of the most decorated men in the armed forces it is hard for capt willard to understand how col kurtz could go off the deep end as he has killing without clearance and taking the war into his own hands what possibly could have pushed this great man over the top through willards long journey through the jungle to find his target he tries with some success to understand why but what will he decide to do once he finds himany movie that can start out with the doors the end is a great movie in my book especially if it can flow with the mood and imagery shown with the song apocalypse now does this perfectly i cant think of anything better for it to be set to the vietnam war and the insanity in the soliders minds that it created an is a dark and brutal story about a long journey through some of the hairiest jungle in vietnam the ultimate destination of which is murder through its use of music and score alone we are thrown into a dark world of mystery violence and insanity a perfect example of how to set mood through music alone is this film right here an overall great cast with the exception of laurence fishburne of which sheen and brando give us more than enough acting skills to spread around on our movie desire bread i just dont like fishburne ever since i found out he was cowboy curtis in peewees playhouse my contempt and hatred for this man has increased ten fold i realize the pettiness of this but i simply do not care we need to sick gary oldman on him brando is excellent as col kurtz and i cant think of any other actor that could have played the good man gone insane and hold such screen presence sheen is also fun to watch as willard and we can identify with his questioning of his mission and the war in general my favorite character in the movie has to be robert duvalls lt colonel kilgore before this film i never pictured duvall as a wartime cowboy but honestly its my favorite of his parts to date he simply nailed his character which is one of the best in the entire film as the gung ho air cavalry commander who loves to surf maybe a little over the top but still brilliant i also love the smell of napalm in the morningthe plot is a fairly simple one and it doesnt take too much brainpower to figure out whats going on willards mission is to kill kurtz plain and simple but its the journey of the film that is really its heart and also the dire situations of war itself in the redux version we are forced to sit through the extended french plantation scene and the playboy bunny scene which really adds nothing to the films entirety other than it makes it a longer journey i dont feel they take away anything though its just a matter of if you want to watch a three and a half hour movie or the original through this journey the film points out the utter futility and irrelevance of the war to the americans and the massive effect it had on the soldiers who fought in itin fact thats the entire point on top of that the troops were not supported by the public and that could very well have helped cause a character like kurtz to go completely mad a big war movie lover this one is up there with platoon and the deer hunter all of them classics i sometimes try to compare films of the same genre to one another but it has gotten me in trouble in the past in my reviews as i have had to go back on what ive said all three have their own strengths and add their own twist to the vietnam warso to really say one is better than the other is fairly pointlesseven if after having most recently view an i think its a tad better in the end apocalypse now is a true classic in either version and worthy of the status its been given as a fellow reviewer has previously stated an is one of the most ambitious films ever made,positive
stmd is one of the most fun and enjoyable low budget films ive seen in quite some time director jeff smith who also served as co writer cinematographer and editor definitely shows his love of under appreciated s horror films with this movie anyone who loves the cheesiness preposterous situations wacky and stereotypical characters of s horror movies will definitely love this very tongue in cheek homage to the paststmd definitely lives up to the qualities described in the poster and then some it has all the excessive violence and gratuitous nudity that is reminiscent of those entertaining s horror movies we all love i had a blast watching stmd from the s outfits that the stereotypical characters wear to the blood splatter to the goofy tone i just couldnt get enough,positive
writer director robert downey sr a pioneer of the underground film movement in the s satirized the new york madison avenue advertising world with his avant garde comedy putney swope downey doesnt confine his ridicule to advertising but tackles black militant culture the dynamics in hollywoods portrayal of race the elite white power structure and character of corruption in any power struggle as audacious and ambitious as putney swope strives to be it qualifies as a terrible film amateurishly made on a shoe string budget with a no name cast and humor that lacks hilarity everything about this movie reeks with improvisation putney swope stirred up controversy during its initial release with its politically incorrect handling of race issues and consumer culture like most marx brothers movies the plot is thin providing an excuse for downeys anecdotal gags most of which are terriblethe chairman of a prestigious madison avenue ad agency dies during a board meeting before the body has been removed the board holds a secret ballot vote to determine who will replace him each member understands that they are forbidden to vote for himself sheer accident occurs when everyone votes for the token black member putney swope arnold johnson since none thought anybody would cast a ballot for him swope pink slips all but one of the white executives surrounds himself with black pistol packing employees and renames the firm truth and soul advertising swope decides to alter the face of american advertising he refuses to accept clients whose products are alcohol tobacco or war toys swopes clients stage an exodus after he becomes the ceo and grandstanding attracts a new line up of clients that show up at his office lugging bags of money and prepared to suffer abuse from swopes militant employees swope exploits his african american staff too ruthlessly appropriating their ideas after he fires them and conjures up a number of offensive advertising campaigns all of which are hailed as a new wave of marketing genius incredibly swopes conservatism proves successful but the agency becomes the target of government operatives who argue swopes advertising tactics constitute a threat to the national security the high point of this black white minute comedy are the television commercials shot in color unfortunately downey doesnt know when to cut off these ads that consistently start out cleverly but wear out their welcome the funniest part of putney swope involves our eponymous protagonists dealings with us president mimeo in washington dc pepi hermine a marihuana toking midget with a kissinger like teutonic adviser larry wolf spouting tasteless jokes while trying to convince swope to come up with an advertising campaign for his new car the borman,negative
everything that made the original so much fun seems to absent here this is simply a run of the mill demons on the loose wrecking havoc slasher but without the passion that graced the originaltheres nothing new in the story in fact it seems like they ignore the first one altogether here the demons run loose in a high security apartment building and naturally kill most of the residents in grisly fashion the makeup effects actually seem less convincing here than the first time around although the actors werent exactly brilliant in demons in demons theyre actually a lot worse you dont care about these characters at all the plot is nonexistent the music poor apart from one simon boswell song its not scary in the least its just not that goodeasily the worst film dario argento has been involved with and lamberto bavas also bava has a cameo in this film not a very funny onemaybe is too high a rating but at least i could watch it all and didnt think of stopping midway my advice stick to the original,negative
more of a frisbee like turtle with fangs that go up like a wart hog more battles with people in bird suits that look like people in bird suits a ping pong ball space ship two naughty boys who know how to do everything including getting on board the space ship more tiresome music more gamera is the friend of children stuff i remember when godzill and rodan came out the movies were a lot of fun because the monsters were actually a threat to people now they are just a parade of silly costumes with very little behind them the adults are all ridiculous and moronic like in american sitcoms the kids are the bosses when in reality they couldnt think their way out of a paper bag these monster movies must be the japanese means of partonizing these little snots above all however is that after seeing three of these movies with the same plot over and over check the stock footage the ultimate conclusion is that they are boring if you havent see this one dont bother,negative
please re watch all series and do not go see this movie the trailer is completely misleading and the weakest characters in the series stretch a badly thought out min tv episode into the most painful hrs of my life truly an awful film tubbs and edward are in it for a few mins micky has line and her lipp just reels out the same tired old puns also mr brisss accent just changes about times in the film tons of badly acted extras and really a few laughs that they seem to recycle for hrs i honestly feel this series has been completely ruined by this god awful piece of crapbatman and robin all is forgiven,negative
i cant really see how anyone can have any interest whatsoever in seeing this movie a woman meets a man he wants to play games she too but only until she realise what shes missing she leaves and thats it really it took weeks before elizabeth kim basinger left john mickey rourke she should have left him after minutes and ended our misery,negative
nothing short of magnificent photography cinematography in this film the fact that you keep seeking and hoping for more flying sequences tells you that they have just enough the acting is fantastic the stories are seamlessly woven together and the dogs are splendida must rent view or seedont be afraid of subtitlesits worth a little aversion therapy,positive
visually beautiful with some fine music this film otherwise has a fairly trite made for tv quality the romance between two characters which spans a cultural and educational divide is simply not plausible of course from early on we knew our persnickety heroine would lighten up win over the locals and find true love but that doesnt make it any less woeful that the movie had to take such completely expected turns this film had lots of promise which makes it more of a shame that the promise was unrealized perhaps a nice under the blanket on a cold night freebie on cable but i certainly wouldnt recommend paid rental or purchase im sure the soundtrack is wonderful though,negative
this movie is a rather odd mix of musical romance drama and crime with a sniff of film noir to it its basically one messy heap of different genres of which none really works out like it was supposed tothis movie is an attempt by mickey rooney to be taken more serious as an actor hes a former child star who always used to star in in happy comical and musical productions at the start of his career in this movie he picks a different approach although the musical aspects are still present in the movie but his role is actually quite laughable within the movie i mean mickey rooney as a tough player hes an extremely small boyish looking man he actually was in his s already at the time of this movie but he seriously looks more like a year old hearing him say babe to women and hearing talking tough to gangsters who are about times bigger than he is just doesnt look and feel right he simply isnt convincing in his rolebecause the movie mixes so many different genres the story also really feels as a messy one somewhere in it there is a crime plot and somewhere in it is a romantic plot line and one about living your dream but none of it works out really due to the messy approach and handling of it all it just isnt an interesting or compelling movie to watch lászló kardos is also a director who has done only movies in his lifetime despite the fact that his career span from till he must have been a struggling director who had a hard time getting work into the industry and instead once in a while was given a lesser script to work with his movies are all unknown ones and normally also not of too high qualitylets also not forget that this is a s movie but yet it more feels like a s one or perhaps even as one from the s this is of course mostly due to the fact that this movie got shot in black white generally speaking black white movies from the s often have a cheap looking feeling over it and this movie forms no exceptionits a rather strange sight seeing mickey rooney and louis armstrong and his band as themselves performing together in a sequence it wasnt the only movie armstrong appeared in though and he would often pop up in these type of movies often simply as himself i guess jazz lovers can still somewhat enjoy watching this movie due to its music since there is quite an amount of it present in this movie the movie actually received an oscar nomination for best original songan awkward little movie and outing from mickey rooney,negative
john travolta was excellent as michael in the movie by the same name i dont think a better portrayal could have been done the movie was funny yet touching michael is a very human angel if their is such andie macdowell is superb in her role as a reporter as she goes from disbelief to belief bill hurt and robert pastorelli are great as fellow reporters each bent on proving the hoax of the angel on earth each of the supporting cast is wonderful especially the older woman i do not know her screen name who plays michaels mother one of the cutest movies i have seen in years i could watch this movie dozens of times,positive
the monkees head is one of those peculiar phenomenons ive noticed that when something doesnt make sense people will try to read things into it and give it great deep meanings which its creator never intended such is the case herethe movie is a stream of consciousness spectacle of the monkees floating in and out of various sketches blackouts set pieces etc similar to the ones on their tv show but while the tv show was played for laughs this doesnt seem to be played for anything except a sort of deep trippy pseudo intellectual state that this brand of psychedelia imposes all in all its the monkees doing the same schtick but now its consciousness raising because the laugh track is removed there is not a stitch of humor or meaning to the whole thing it just drones on with colored lightsthe music in head should prove to anyone beyond the shadow of a doubt that the monkees had not a scrap of songwriting ability the tunes are mostly garbage the only one thats even listenable is porpoise song which opens and closes the film but the thing is that was a gerry goffin carole king song and while its above average for the monkees its below average by goffin and king standards its like hearing one of the old peter and gordon songs that paul mccartney wrote for them you might think its a pretty good song but then you find out who composed it and you realize its a throwaway mike nesmiths song is maybe passable the rest is worthless davy jones has i guess what the filmmakers imagined to be the big number in the picture since its the only song presented as show biz and not cut into a film montage or dream sequence but it falls flat too just because the song isnt any goodi have to admit i always liked the monkees so the movie is a real disappointment sure they were cheesy but they were so cheerful about itthey knew they were cheesy and they were cool with it but then they got ambitious in head they actually joke about being a manufactured pop product but the truth is they wanted something more they wanted to be great musicians and taken seriously as artists maybe not like the beatles but something approaching that head proves that they failed on all counts out of,negative
although promoted as one of the most sincere turkish films with an amateur cast ice cream i scream is more like a caricature of sinceritythe plot opens with the dream of ali a traveling ice cream salesman in a western anatolia town in which he sees himself becoming successful using the same marketing methods of big ice cream companies he dreams of playing in his products tv commercial with beautiful models in bikinis dancing around him as his dream turns into a nightmare he wakes up with a big erection next to his gargantuan wife who rejects to make sex with him for years with no apparent reason is it because he is not successful in his job apparently because he says he was selling better in the old days when there was no pressure from global ice cream companies but this is what he says we actually dont see him suffer that much he still sells good traveling the neighboring villages while his apprentice stays at the shop selling ice cream to the people in the town ali blames big companies for using sweetening and coloring agents while he is using real sahlep powdered roots of mountain orchids ali buys a motorbike with a bank loan to be a traveling vendor and gives ads to a local tv channel which prefers to broadcast even the news bulletin in local dialect his wife is not fond of his ways of doing business they always quarrel and ali threatens her that he may do very bad things in a moment of frenzyin a very successful day his lousy bike is stolen by the misbehaving little boys of the town in search of his stolen bike ali goes to the police blames the big companies for the theft but of course nobody takes him seriously annoyed by the nagging of his wife ali goes to a tavern and becomes drunk one of his friends at his table a wannabe socialist of the town gives a didactic speech and criticizes globalism and with no real connection jumps to the subject of global freezing ali returns home and decides to kill himself with poison his wife wakes up and prevents him an old neighbor takes him to a night walk and advises him about life according to him ali can even sell hot sahlep drink if the world faces with global freezing when he returns home suddenly we see that his wife understood his value treating him like a hero and praising his manhood meanwhile the thief boys got sick eating too much ice cream they confess to the doctor that they stole alis bike ali forgives them and there comes the happy endalthough the plot may look promising in a way its the story telling which makes this film insincere and cheesy first the director doesnt show much of an effort to tell the story visually everything is based on dialogs and the dialogs never stop to show us that cinema is actually a visual art even alis troubles are not convincing because we dont see it we just understand it from his words the director markets his film as a righteous fight of ali against big ice cream companies but there is nothing in the film about big companies we dont see their pressure enough the film actually ridicules ali for believing that big companies are behind the theft and when his motorbike is found it solves every problem ali becomes a happy and powerful husband not a real criticism of globalismsecond the film is cheesy because of the crude humor maybe the people of that part of turkey is cursing so much and making so many vulgar jokes in their daily life but vulgar language and crude humor are not enough to make a film funny i may have accepted it if they were both vulgar and clever but they are not clever jokes at all they are just cheesy maybe im wrong maybe american people may like oriental version of american pie style humor but american pie never had any claim to be a nominee for the oscars or to have a political message if you think that you can laugh by just seeing a mans big erection in his shorts and we had to endure this joke twice or an old villager woman saying fk you then you may find this film funny,negative
its a very good comedy movieijust liked iti dont know why i love this movie i just love itstorylineit is a story of two boys amar aamir khan and prem salman khan who want to get rich quickly by taking all the short cuts in the book amar is the son of an honest barber murli manohar deven verma in mumbai while prem is the son of bankeylal bhopali jagdeep a hardworking tailor in bhopal both amar and prem sell their fathers shop and house respectively and zero in on a hill station where a beautiful wealthy heiress raveena raveena tandon has come from london accompanied by her friend cum secretary karishma karishma kapoor with the intention of getting married to a virtuous indian the lucky man to wed raveena will inherit her father ram gopal bajajs paresh rawal entire wealth amar and prem see their get rich quick chance and woo raveena each trying to out do the other enter teja paresh rawal in a double role whose sole ambition in life has been to grab his twin brother ram gopal bajajs millions so teja plants bhalla shehzad and robert vijoo khote in raveenas house to help him in fulfill his ambition as the story progresses it turns out to be a mad chase from ram gopal bajajs wealth full of humor romance thrills and chills will raveena karishma see through amar and prems mischievous intentions will teja succeed in his motives see it all in super comedy andaz apna apna aamirsalmanraveenakarishma and paresh at there bestgood musicgood directiongood story and screenplayand very good comedy,positive
ouch this is one ugly movie not only is it badly acted but it absolutely destroyed the book as well horrible how you could mess up such a classic book is beyond me but they sure did dont even think about even renting this,negative
subconscious cruelty has to be one of the most beautiful films i have ever seenstill its extremely grim and gory at timesso fans of politically correct mainstream horror garbage shouldnt botherthe film mixes many wonderful visuals with plenty of sleaze and goreit is extremely oddvicious and disturbingso fans of bizarre cinema wont be disappointed my favourite segment from subconscious cruelty is human larvae which shows us a twisted relationship between a young man and his pregnant sisterthe birthing scene is particularly nasty and not easily forgottenthe last segment right brain martyrdom has to be seen to be believedits incredibly harsh and blasphemous with scenes of genital mutilation and grisly torturewe see jesus christ captured by three naked females who mutilate himripping flesh from his chestlicking a wound on his knee and pissing on himthere is also a jesus statue with a projection of a swastika on itsubconscious cruelty is a truly memorable film that should be seen by fans of extreme cinemacheck it out,positive
the first thing you should know about zipperface is that it was shot on video so it has that peculiar home video ish look that is terribly distracting and makes it hard to take this seriously as a real film and zipperface indeed looks as if a bunch of amateurs got together for an attempt at a real serial killer thriller its not quite that but its not as bad as it looks either having a woman as one of the two detectives on the case puts a spin on the exploitation genre dona adams gives an appealingly amateurish performance in the role her obvious inexperience in front of the camera somehow works for her plus she puts up a great fight against the killer at the end the red herrings appear ludicrous at first but ultimately they work i guessed the killer incorrectly and you have to wonder if perhaps tarantino had seen the zipperface guy when he came up with the idea of the gimp for pulp fiction,negative
golden boy is ecchi humor bordering on hentai in the guise of educational moments the main character kintaro wanders around getting himself into the silliest situations involving women its just that hes shy on the surface but analyses everything until he can learn something from it the most striking feature of the series are the circumstances surrounding his education which are outright embarrassing yet funny at the same time,positive
too bad mike meyers picked this for his dramatic debut this film looks like it was put together by a committee that couldnt decide if it was a comedy drama suspense or sci fi it starts out sort of playful then quickly gets darker and then at the end apparently shortly after one of the main characters has been killed the whole family is standing in the backyard laughing about something its totally weird and impossible to string together the acting is extremely uneven with the older professionals engaging your attention and then the younger and less experienced actors looking like they are in a high school play this movie showed me that its probably harder to make a good movie than is evident from the truly professional fare we see in the first run and art houses this would be a good film for a film class to analyze plot character theme consistency they are all either faulty or missing from this film,negative
the worst movie i have ever seen the sound quality was bad the cutting of the scenes was even worse and above all it was not logic and it had no speedi first tought oh no i dont want the trail that proves that poor patrick was an innocent killer but this turned out to be even worse typically in this american film you get a super hint or no hints at all i want very tiny small hints that direct you to the killer the audience isnt involved and now when i dont get any hints at all you can expect a several s he is the killer sweeps in the end and that is not all ah this is hopeless lets make an end to itin one word disgusting,negative
those who love the book jane eyre as i do its my all time favorite and i re read it at least once a year will love this version timothy dalton is just a tad too good looking to be mr rochester but other than that he does a marvelous job portraying the brooding master of thornfield zelah clarke may have been just a little too old to play the year old jane but when i watch this movie i dont think about the ages of the characters the dialog from the film is taken almost verbatim from the book which was very smart sure this film might seem a little long but its the only version ive seen that includes part of the storyi wish the people who made this film had been involved in the newer zeferelli version as it would have helped that mess of a filmi also realized the last time i watched this video that judy cornwell plays aunt reed she is so versatile that i didnt recognize her she plays daisy in keeping up appearances and also played mrs musgrove in s persuasion another wonderful adaptionupdate got the dvd this week and its marvelous to see the original unedited version theres lots more at the beginning young jane at gateshead and at lowood and at the end theyve restored lots of things i always wondered why st john had a slip of paper when he reveals that he knows who jane is because the part where he tears it from her painting was edited out of the us vhs version rosamund oliver is in itshe was completely cut out of the vhs as far as i could tell they hadnt edited out any of timothy daltons parts so nothing new there but it is great to see the whole miniseries in its entirety after all these years of enjoying the vhs thanks bbc psi would have paid more for a special edition dvdwith maybe some interviews with the starsor a making of show,positive
